INDEX,CALL ID,AGENT,DATE,DAY_OF_THE_WEEK,TIME,TOPIC,ANSWERED (Y/N),RESOLVED,SPEED OF ANSWER IN SECONDS,AVGTALKDURATION,SATISFACTION RATING
3767,ID3785,Becky,2021-03-07,Sunday,15:30:14,Admin Support,Y,Y,59.0,0 days 00:03:40,2.0
3768,ID3784,Dan,2021-03-07,Sunday,15:25:55,Streaming,Y,Y,64.0,0 days 00:03:27,3.0
3769,ID3787,Joe,2021-03-07,Sunday,15:36:00,Payment related,Y,Y,10.0,0 days 00:03:26,5.0
3770,ID3780,Jim,2021-03-07,Sunday,14:35:31,Payment related,Y,Y,23.0,0 days 00:03:16,4.0
3771,ID3782,Martha,2021-03-07,Sunday,14:42:43,Contract related,Y,Y,114.0,0 days 00:02:36,3.0
3772,ID3772,Stewart,2021-03-07,Sunday,13:40:48,Technical Support,Y,Y,12.0,0 days 00:02:32,3.0
3773,ID3776,Greg,2021-03-07,Sunday,13:52:19,Admin Support,Y,Y,25.0,0 days 00:02:23,2.0
3774,ID3795,Diane,2021-03-07,Sunday,16:46:34,Streaming,Y,Y,19.0,0 days 00:02:23,3.0
3775,ID3767,Greg,2021-03-07,Sunday,13:06:14,Admin Support,Y,Y,103.0,0 days 00:02:11,3.0
3776,ID3762,Jim,2021-03-07,Sunday,12:07:12,Admin Support,Y,Y,79.0,0 days 00:02:07,4.0
3777,ID3759,Jim,2021-03-07,Sunday,12:01:26,Payment related,Y,Y,105.0,0 days 00:02:00,4.0
3778,ID3761,Jim,2021-03-07,Sunday,12:07:12,Streaming,Y,Y,42.0,0 days 00:01:56,5.0
3779,ID3788,Martha,2021-03-07,Sunday,15:36:00,Admin Support,Y,Y,84.0,0 days 00:01:40,2.0
3780,ID3797,Joe,2021-03-07,Sunday,16:58:05,Admin Support,Y,Y,13.0,0 days 00:01:37,5.0
3781,ID3792,Greg,2021-03-07,Sunday,16:24:58,Admin Support,Y,N,56.0,0 days 00:01:07,5.0
3782,ID3764,Martha,2021-03-07,Sunday,12:21:36,Payment related,Y,Y,35.0,0 days 00:01:02,5.0
3783,ID3783,Jim,2021-03-07,Sunday,15:25:55,Streaming,Y,Y,27.0,0 days 00:00:53,3.0
3784,ID3754,Jim,2021-03-07,Sunday,09:59:02,Payment related,N,N, ,0 days 00:00:00, 
3785,ID3757,Martha,2021-03-07,Sunday,10:58:05,Technical Support,N,N, ,0 days 00:00:00, 
3786,ID3758,Joe,2021-03-07,Sunday,10:58:05,Admin Support,N,N, ,0 days 00:00:00, 
3787,ID3760,Dan,2021-03-07,Sunday,12:01:26,Admin Support,N,N, ,0 days 00:00:00, 
3788,ID3763,Diane,2021-03-07,Sunday,12:21:36,Contract related,N,N, ,0 days 00:00:00, 
3789,ID3768,Greg,2021-03-07,Sunday,13:06:14,Streaming,N,N, ,0 days 00:00:00, 
3790,ID3771,Becky,2021-03-07,Sunday,13:40:48,Payment related,N,N, ,0 days 00:00:00, 
3791,ID3775,Greg,2021-03-07,Sunday,13:52:19,Admin Support,N,N, ,0 days 00:00:00, 
3792,ID3778,Joe,2021-03-07,Sunday,13:53:46,Technical Support,N,N, ,0 days 00:00:00, 
3793,ID3786,Martha,2021-03-07,Sunday,15:30:14,Technical Support,N,N, ,0 days 00:00:00, 
3794,ID3789,Diane,2021-03-07,Sunday,15:59:02,Contract related,N,N, ,0 days 00:00:00, 
3795,ID3790,Jim,2021-03-07,Sunday,15:59:02,Admin Support,N,N, ,0 days 00:00:00, 
3796,ID3791,Dan,2021-03-07,Sunday,16:24:58,Admin Support,N,N, ,0 days 00:00:00, 
3797,ID3793,Diane,2021-03-07,Sunday,16:43:41,Technical Support,N,N, ,0 days 00:00:00, 
3798,ID3799,Stewart,2021-03-07,Sunday,17:15:22,Streaming,N,N, ,0 days 00:00:00, 
3799,ID3800,Dan,2021-03-07,Sunday,17:15:22,Technical Support,N,N, ,0 days 00:00:00, 
3800,ID3805,Diane,2021-03-08,Monday,10:24:58,Payment related,Y,Y,72.0,0 days 00:07:00,5.0
3801,ID3849,Joe,2021-03-08,Monday,17:48:29,Streaming,Y,Y,93.0,0 days 00:06:50,3.0
3802,ID3855,Dan,2021-03-08,Monday,17:52:48,Payment related,Y,Y,93.0,0 days 00:06:41,4.0
3803,ID3818,Joe,2021-03-08,Monday,12:25:55,Streaming,Y,N,69.0,0 days 00:06:28,5.0
3804,ID3830,Dan,2021-03-08,Monday,13:55:12,Streaming,Y,Y,105.0,0 days 00:06:08,4.0
3805,ID3821,Dan,2021-03-08,Monday,13:10:34,Technical Support,Y,N,62.0,0 days 00:05:22,3.0
3806,ID3825,Greg,2021-03-08,Monday,13:46:34,Streaming,Y,Y,11.0,0 days 00:05:22,4.0
3807,ID3822,Stewart,2021-03-08,Monday,13:10:34,Payment related,Y,Y,109.0,0 days 00:05:19,4.0
3808,ID3810,Jim,2021-03-08,Monday,10:36:29,Admin Support,Y,Y,34.0,0 days 00:05:17,2.0
3809,ID3841,Diane,2021-03-08,Monday,16:37:55,Payment related,Y,Y,105.0,0 days 00:05:15,3.0
3810,ID3854,Dan,2021-03-08,Monday,17:51:22,Admin Support,Y,Y,19.0,0 days 00:05:07,4.0
3811,ID3843,Becky,2021-03-08,Monday,17:00:58,Contract related,Y,N,95.0,0 days 00:05:05,3.0
3812,ID3845,Greg,2021-03-08,Monday,17:31:12,Payment related,Y,Y,15.0,0 days 00:04:52,3.0
3813,ID3852,Jim,2021-03-08,Monday,17:48:29,Contract related,Y,Y,33.0,0 days 00:04:43,3.0
3814,ID3853,Jim,2021-03-08,Monday,17:51:22,Contract related,Y,Y,71.0,0 days 00:04:36,4.0
3815,ID3823,Martha,2021-03-08,Monday,13:33:36,Payment related,Y,Y,59.0,0 days 00:04:30,3.0
3816,ID3804,Becky,2021-03-08,Monday,09:57:36,Streaming,Y,Y,27.0,0 days 00:04:14,2.0
3817,ID3840,Dan,2021-03-08,Monday,15:40:19,Streaming,Y,N,42.0,0 days 00:04:05,3.0
3818,ID3802,Martha,2021-03-08,Monday,09:07:12,Contract related,Y,Y,39.0,0 days 00:03:59,2.0
3819,ID3848,Jim,2021-03-08,Monday,17:38:24,Admin Support,Y,Y,107.0,0 days 00:03:59,1.0
3820,ID3828,Stewart,2021-03-08,Monday,13:50:53,Payment related,Y,Y,35.0,0 days 00:03:56,2.0
3821,ID3816,Greg,2021-03-08,Monday,12:23:02,Technical Support,Y,Y,67.0,0 days 00:03:51,3.0
3822,ID3809,Becky,2021-03-08,Monday,10:36:29,Payment related,Y,Y,112.0,0 days 00:03:46,4.0
3823,ID3856,Diane,2021-03-08,Monday,17:52:48,Technical Support,Y,Y,43.0,0 days 00:03:39,1.0
3824,ID3829,Becky,2021-03-08,Monday,13:55:12,Streaming,Y,Y,17.0,0 days 00:03:38,1.0
3825,ID3827,Joe,2021-03-08,Monday,13:50:53,Payment related,Y,Y,44.0,0 days 00:03:26,4.0
3826,ID3801,Dan,2021-03-08,Monday,09:07:12,Admin Support,Y,Y,43.0,0 days 00:03:24,3.0
3827,ID3814,Martha,2021-03-08,Monday,11:22:34,Streaming,Y,Y,55.0,0 days 00:03:18,3.0
3828,ID3837,Martha,2021-03-08,Monday,15:25:55,Admin Support,Y,Y,109.0,0 days 00:03:02,3.0
3829,ID3824,Joe,2021-03-08,Monday,13:33:36,Technical Support,Y,Y,51.0,0 days 00:03:01,4.0
3830,ID3838,Becky,2021-03-08,Monday,15:25:55,Technical Support,Y,Y,18.0,0 days 00:02:59,5.0
3831,ID3846,Becky,2021-03-08,Monday,17:31:12,Admin Support,Y,Y,21.0,0 days 00:02:51,5.0
3832,ID3813,Jim,2021-03-08,Monday,11:22:34,Admin Support,Y,Y,40.0,0 days 00:02:48,4.0
3833,ID3820,Dan,2021-03-08,Monday,13:07:41,Payment related,Y,Y,29.0,0 days 00:02:35,3.0
3834,ID3836,Stewart,2021-03-08,Monday,15:04:19,Contract related,Y,Y,46.0,0 days 00:02:30,4.0
3835,ID3839,Becky,2021-03-08,Monday,15:40:19,Payment related,Y,Y,61.0,0 days 00:02:21,4.0
3836,ID3851,Diane,2021-03-08,Monday,17:48:29,Streaming,Y,Y,18.0,0 days 00:02:07,5.0
3837,ID3847,Diane,2021-03-08,Monday,17:38:24,Streaming,Y,N,123.0,0 days 00:02:03,4.0
3838,ID3834,Becky,2021-03-08,Monday,15:00:00,Payment related,Y,Y,110.0,0 days 00:01:54,3.0
3839,ID3808,Diane,2021-03-08,Monday,10:29:17,Contract related,Y,Y,30.0,0 days 00:01:53,4.0
3840,ID3803,Diane,2021-03-08,Monday,09:57:36,Technical Support,Y,Y,26.0,0 days 00:01:39,5.0
3841,ID3811,Greg,2021-03-08,Monday,11:19:41,Technical Support,Y,Y,99.0,0 days 00:01:25,3.0
3842,ID3815,Greg,2021-03-08,Monday,12:23:02,Admin Support,Y,Y,79.0,0 days 00:01:25,3.0
3843,ID3835,Greg,2021-03-08,Monday,15:04:19,Payment related,Y,Y,41.0,0 days 00:01:13,5.0
3844,ID3817,Stewart,2021-03-08,Monday,12:25:55,Admin Support,Y,Y,68.0,0 days 00:01:07,4.0
3845,ID3844,Dan,2021-03-08,Monday,17:00:58,Payment related,Y,Y,71.0,0 days 00:01:00,5.0
3846,ID3807,Martha,2021-03-08,Monday,10:29:17,Admin Support,Y,Y,119.0,0 days 00:00:51,3.0
3847,ID3833,Diane,2021-03-08,Monday,15:00:00,Admin Support,Y,Y,10.0,0 days 00:00:34,5.0
3848,ID3842,Martha,2021-03-08,Monday,16:37:55,Admin Support,Y,Y,85.0,0 days 00:00:34,3.0
3849,ID3806,Dan,2021-03-08,Monday,10:24:58,Contract related,Y,Y,77.0,0 days 00:00:31,4.0
3850,ID3850,Dan,2021-03-08,Monday,17:48:29,Payment related,Y,Y,110.0,0 days 00:00:31,4.0
3851,ID3812,Greg,2021-03-08,Monday,11:19:41,Admin Support,N,N, ,0 days 00:00:00, 
3852,ID3819,Dan,2021-03-08,Monday,13:07:41,Technical Support,N,N, ,0 days 00:00:00, 
3853,ID3826,Stewart,2021-03-08,Monday,13:46:34,Admin Support,N,N, ,0 days 00:00:00, 
3854,ID3831,Diane,2021-03-08,Monday,14:35:31,Streaming,N,N, ,0 days 00:00:00, 
3855,ID3832,Greg,2021-03-08,Monday,14:35:31,Technical Support,N,N, ,0 days 00:00:00, 
3856,ID3868,Martha,2021-03-09,Tuesday,10:30:43,Technical Support,Y,Y,113.0,0 days 00:06:41,4.0
3857,ID3875,Diane,2021-03-09,Tuesday,11:48:29,Contract related,Y,Y,93.0,0 days 00:06:40,5.0
3858,ID3892,Greg,2021-03-09,Tuesday,15:43:12,Contract related,Y,Y,62.0,0 days 00:06:36,5.0
3859,ID3874,Becky,2021-03-09,Tuesday,11:22:34,Streaming,Y,N,41.0,0 days 00:06:21,4.0
3860,ID3899,Joe,2021-03-09,Tuesday,16:59:31,Contract related,Y,Y,74.0,0 days 00:06:17,5.0
3861,ID3893,Becky,2021-03-09,Tuesday,15:44:38,Contract related,Y,N,79.0,0 days 00:06:02,1.0
3862,ID3866,Becky,2021-03-09,Tuesday,10:29:17,Contract related,Y,N,41.0,0 days 00:05:24,3.0
3863,ID3862,Dan,2021-03-09,Tuesday,10:13:26,Technical Support,Y,Y,80.0,0 days 00:05:23,3.0
3864,ID3858,Martha,2021-03-09,Tuesday,09:18:43,Contract related,Y,Y,19.0,0 days 00:05:14,3.0
3865,ID3876,Becky,2021-03-09,Tuesday,11:48:29,Streaming,Y,N,63.0,0 days 00:05:06,2.0
3866,ID3889,Martha,2021-03-09,Tuesday,15:41:46,Technical Support,Y,Y,123.0,0 days 00:05:02,1.0
3867,ID3870,Diane,2021-03-09,Tuesday,11:02:24,Technical Support,Y,Y,77.0,0 days 00:05:01,3.0
3868,ID3896,Jim,2021-03-09,Tuesday,15:59:02,Streaming,Y,Y,61.0,0 days 00:05:00,4.0
3869,ID3857,Diane,2021-03-09,Tuesday,09:18:43,Technical Support,Y,N,92.0,0 days 00:04:53,5.0
3870,ID3888,Dan,2021-03-09,Tuesday,15:27:22,Payment related,Y,Y,113.0,0 days 00:04:49,3.0
3871,ID3885,Becky,2021-03-09,Tuesday,15:23:02,Contract related,Y,Y,72.0,0 days 00:04:43,3.0
3872,ID3887,Stewart,2021-03-09,Tuesday,15:27:22,Technical Support,Y,Y,15.0,0 days 00:04:43,5.0
3873,ID3891,Becky,2021-03-09,Tuesday,15:43:12,Admin Support,Y,Y,22.0,0 days 00:04:40,3.0
3874,ID3897,Diane,2021-03-09,Tuesday,16:52:19,Payment related,Y,Y,81.0,0 days 00:04:35,2.0
3875,ID3901,Greg,2021-03-09,Tuesday,17:06:43,Technical Support,Y,Y,99.0,0 days 00:04:24,3.0
3876,ID3900,Stewart,2021-03-09,Tuesday,16:59:31,Contract related,Y,N,32.0,0 days 00:04:19,4.0
3877,ID3883,Greg,2021-03-09,Tuesday,15:21:36,Payment related,Y,Y,88.0,0 days 00:04:01,3.0
3878,ID3863,Greg,2021-03-09,Tuesday,10:27:50,Streaming,Y,Y,82.0,0 days 00:03:37,2.0
3879,ID3886,Joe,2021-03-09,Tuesday,15:23:02,Streaming,Y,Y,52.0,0 days 00:03:31,5.0
3880,ID3894,Diane,2021-03-09,Tuesday,15:44:38,Payment related,Y,Y,85.0,0 days 00:03:07,4.0
3881,ID3869,Diane,2021-03-09,Tuesday,11:02:24,Admin Support,Y,Y,52.0,0 days 00:02:56,4.0
3882,ID3867,Diane,2021-03-09,Tuesday,10:30:43,Payment related,Y,Y,46.0,0 days 00:02:54,1.0
3883,ID3864,Martha,2021-03-09,Tuesday,10:27:50,Technical Support,Y,Y,88.0,0 days 00:02:51,1.0
3884,ID3879,Jim,2021-03-09,Tuesday,13:26:24,Payment related,Y,Y,88.0,0 days 00:02:36,4.0
3885,ID3861,Greg,2021-03-09,Tuesday,10:13:26,Contract related,Y,Y,47.0,0 days 00:02:16,4.0
3886,ID3860,Becky,2021-03-09,Tuesday,09:40:19,Contract related,Y,Y,66.0,0 days 00:02:15,1.0
3887,ID3890,Greg,2021-03-09,Tuesday,15:41:46,Payment related,Y,Y,97.0,0 days 00:02:01,4.0
3888,ID3878,Martha,2021-03-09,Tuesday,13:22:05,Streaming,Y,N,43.0,0 days 00:01:57,2.0
3889,ID3871,Greg,2021-03-09,Tuesday,11:03:50,Streaming,Y,Y,119.0,0 days 00:01:56,1.0
3890,ID3865,Martha,2021-03-09,Tuesday,10:29:17,Technical Support,Y,Y,51.0,0 days 00:01:26,4.0
3891,ID3880,Stewart,2021-03-09,Tuesday,13:26:24,Contract related,Y,Y,100.0,0 days 00:01:06,4.0
3892,ID3882,Stewart,2021-03-09,Tuesday,13:45:07,Admin Support,Y,Y,108.0,0 days 00:01:01,5.0
3893,ID3873,Joe,2021-03-09,Tuesday,11:22:34,Admin Support,Y,Y,63.0,0 days 00:00:50,3.0
3894,ID3895,Stewart,2021-03-09,Tuesday,15:59:02,Technical Support,Y,Y,74.0,0 days 00:00:47,5.0
3895,ID3859,Dan,2021-03-09,Tuesday,09:40:19,Contract related,N,N, ,0 days 00:00:00, 
3896,ID3872,Diane,2021-03-09,Tuesday,11:03:50,Payment related,N,N, ,0 days 00:00:00, 
3897,ID3877,Diane,2021-03-09,Tuesday,13:22:05,Contract related,N,N, ,0 days 00:00:00, 
3898,ID3881,Diane,2021-03-09,Tuesday,13:45:07,Admin Support,N,N, ,0 days 00:00:00, 
3899,ID3884,Diane,2021-03-09,Tuesday,15:21:36,Payment related,N,N, ,0 days 00:00:00, 
3900,ID3898,Joe,2021-03-09,Tuesday,16:52:19,Admin Support,N,N, ,0 days 00:00:00, 
3901,ID3902,Becky,2021-03-09,Tuesday,17:06:43,Admin Support,N,N, ,0 days 00:00:00, 
3902,ID3925,Joe,2021-03-10,Wednesday,13:42:14,Payment related,Y,Y,51.0,0 days 00:06:45,3.0
3903,ID3912,Stewart,2021-03-10,Wednesday,10:07:41,Technical Support,Y,Y,74.0,0 days 00:06:37,5.0
3904,ID3943,Greg,2021-03-10,Wednesday,16:46:34,Streaming,Y,Y,92.0,0 days 00:06:23,2.0
3905,ID3924,Jim,2021-03-10,Wednesday,13:32:10,Admin Support,Y,Y,84.0,0 days 00:06:22,5.0
3906,ID3940,Joe,2021-03-10,Wednesday,16:00:29,Payment related,Y,Y,113.0,0 days 00:06:15,2.0
3907,ID3907,Jim,2021-03-10,Wednesday,09:51:50,Admin Support,Y,Y,50.0,0 days 00:06:13,3.0
3908,ID3945,Dan,2021-03-10,Wednesday,17:05:17,Streaming,Y,Y,33.0,0 days 00:05:14,5.0
3909,ID3916,Stewart,2021-03-10,Wednesday,10:26:24,Streaming,Y,Y,37.0,0 days 00:05:05,5.0
3910,ID3922,Joe,2021-03-10,Wednesday,13:29:17,Admin Support,Y,Y,90.0,0 days 00:04:57,3.0
3911,ID3946,Dan,2021-03-10,Wednesday,17:05:17,Contract related,Y,Y,24.0,0 days 00:04:40,5.0
3912,ID3905,Dan,2021-03-10,Wednesday,09:18:43,Technical Support,Y,Y,114.0,0 days 00:04:33,5.0
3913,ID3933,Dan,2021-03-10,Wednesday,14:00:58,Payment related,Y,Y,13.0,0 days 00:04:26,1.0
3914,ID3927,Diane,2021-03-10,Wednesday,13:45:07,Streaming,Y,N,90.0,0 days 00:04:23,3.0
3915,ID3944,Dan,2021-03-10,Wednesday,16:46:34,Streaming,Y,N,92.0,0 days 00:04:20,3.0
3916,ID3929,Greg,2021-03-10,Wednesday,13:48:00,Admin Support,Y,Y,77.0,0 days 00:04:06,3.0
3917,ID3918,Diane,2021-03-10,Wednesday,12:04:19,Admin Support,Y,Y,42.0,0 days 00:03:55,3.0
3918,ID3941,Greg,2021-03-10,Wednesday,16:30:43,Streaming,Y,Y,44.0,0 days 00:03:17,5.0
3919,ID3909,Jim,2021-03-10,Wednesday,10:06:14,Admin Support,Y,N,115.0,0 days 00:03:10,2.0
3920,ID3934,Dan,2021-03-10,Wednesday,14:00:58,Streaming,Y,Y,26.0,0 days 00:03:01,3.0
3921,ID3903,Dan,2021-03-10,Wednesday,09:12:58,Technical Support,Y,Y,75.0,0 days 00:02:49,5.0
3922,ID3948,Jim,2021-03-10,Wednesday,17:35:31,Technical Support,Y,Y,99.0,0 days 00:02:47,3.0
3923,ID3921,Becky,2021-03-10,Wednesday,13:29:17,Streaming,Y,Y,74.0,0 days 00:02:40,4.0
3924,ID3935,Stewart,2021-03-10,Wednesday,15:17:17,Contract related,Y,Y,93.0,0 days 00:02:18,3.0
3925,ID3947,Greg,2021-03-10,Wednesday,17:35:31,Streaming,Y,Y,84.0,0 days 00:02:03,3.0
3926,ID3917,Martha,2021-03-10,Wednesday,12:04:19,Payment related,Y,Y,125.0,0 days 00:02:02,3.0
3927,ID3911,Joe,2021-03-10,Wednesday,10:07:41,Payment related,Y,Y,16.0,0 days 00:01:55,1.0
3928,ID3910,Becky,2021-03-10,Wednesday,10:06:14,Admin Support,Y,Y,48.0,0 days 00:01:31,4.0
3929,ID3932,Stewart,2021-03-10,Wednesday,13:56:38,Payment related,Y,Y,120.0,0 days 00:01:24,3.0
3930,ID3942,Becky,2021-03-10,Wednesday,16:30:43,Payment related,Y,Y,103.0,0 days 00:01:23,3.0
3931,ID3938,Joe,2021-03-10,Wednesday,15:24:29,Streaming,Y,Y,113.0,0 days 00:01:18,1.0
3932,ID3928,Joe,2021-03-10,Wednesday,13:45:07,Admin Support,Y,Y,82.0,0 days 00:00:49,3.0
3933,ID3920,Becky,2021-03-10,Wednesday,12:48:58,Streaming,Y,Y,43.0,0 days 00:00:36,3.0
3934,ID3936,Dan,2021-03-10,Wednesday,15:17:17,Contract related,Y,Y,20.0,0 days 00:00:33,3.0
3935,ID3931,Greg,2021-03-10,Wednesday,13:56:38,Contract related,Y,Y,116.0,0 days 00:00:31,3.0
3936,ID3904,Martha,2021-03-10,Wednesday,09:12:58,Payment related,N,N, ,0 days 00:00:00, 
3937,ID3906,Greg,2021-03-10,Wednesday,09:18:43,Technical Support,N,N, ,0 days 00:00:00, 
3938,ID3908,Jim,2021-03-10,Wednesday,09:51:50,Technical Support,N,N, ,0 days 00:00:00, 
3939,ID3913,Joe,2021-03-10,Wednesday,10:22:05,Payment related,N,N, ,0 days 00:00:00, 
3940,ID3914,Greg,2021-03-10,Wednesday,10:22:05,Contract related,N,N, ,0 days 00:00:00, 
3941,ID3915,Greg,2021-03-10,Wednesday,10:26:24,Streaming,N,N, ,0 days 00:00:00, 
3942,ID3919,Jim,2021-03-10,Wednesday,12:48:58,Payment related,N,N, ,0 days 00:00:00, 
3943,ID3923,Greg,2021-03-10,Wednesday,13:32:10,Contract related,N,N, ,0 days 00:00:00, 
3944,ID3926,Diane,2021-03-10,Wednesday,13:42:14,Contract related,N,N, ,0 days 00:00:00, 
3945,ID3930,Martha,2021-03-10,Wednesday,13:48:00,Technical Support,N,N, ,0 days 00:00:00, 
3946,ID3937,Stewart,2021-03-10,Wednesday,15:24:29,Contract related,N,N, ,0 days 00:00:00, 
3947,ID3939,Stewart,2021-03-10,Wednesday,16:00:29,Streaming,N,N, ,0 days 00:00:00, 
3948,ID3981,Stewart,2021-03-11,Thursday,12:31:41,Payment related,Y,Y,119.0,0 days 00:06:51,3.0
3949,ID3991,Dan,2021-03-11,Thursday,13:40:48,Technical Support,Y,Y,44.0,0 days 00:06:38,3.0
3950,ID3954,Jim,2021-03-11,Thursday,09:40:19,Contract related,Y,Y,86.0,0 days 00:06:37,5.0
3951,ID3976,Joe,2021-03-11,Thursday,12:02:53,Contract related,Y,Y,78.0,0 days 00:06:24,4.0
3952,ID3958,Dan,2021-03-11,Thursday,10:01:55,Technical Support,Y,Y,87.0,0 days 00:06:21,4.0
3953,ID3959,Diane,2021-03-11,Thursday,10:09:07,Admin Support,Y,Y,114.0,0 days 00:06:15,5.0
3954,ID4010,Stewart,2021-03-11,Thursday,15:34:34,Streaming,Y,Y,16.0,0 days 00:06:15,3.0
3955,ID4012,Jim,2021-03-11,Thursday,15:59:02,Streaming,Y,N,35.0,0 days 00:06:08,5.0
3956,ID3970,Martha,2021-03-11,Thursday,11:00:58,Streaming,Y,Y,100.0,0 days 00:06:00,3.0
3957,ID4022,Diane,2021-03-11,Thursday,17:39:50,Technical Support,Y,Y,18.0,0 days 00:05:44,5.0
3958,ID3968,Joe,2021-03-11,Thursday,10:50:53,Streaming,Y,Y,53.0,0 days 00:05:42,3.0
3959,ID4018,Diane,2021-03-11,Thursday,17:34:05,Contract related,Y,Y,52.0,0 days 00:05:32,3.0
3960,ID3985,Martha,2021-03-11,Thursday,12:56:10,Streaming,Y,Y,72.0,0 days 00:05:24,4.0
3961,ID4002,Joe,2021-03-11,Thursday,14:26:53,Streaming,Y,Y,46.0,0 days 00:05:20,2.0
3962,ID3956,Greg,2021-03-11,Thursday,09:57:36,Technical Support,Y,Y,82.0,0 days 00:05:17,3.0
3963,ID4009,Joe,2021-03-11,Thursday,15:34:34,Payment related,Y,Y,121.0,0 days 00:05:16,1.0
3964,ID3965,Becky,2021-03-11,Thursday,10:49:26,Contract related,Y,Y,72.0,0 days 00:05:11,3.0
3965,ID3982,Martha,2021-03-11,Thursday,12:31:41,Payment related,Y,Y,67.0,0 days 00:05:10,5.0
3966,ID3980,Dan,2021-03-11,Thursday,12:20:10,Technical Support,Y,N,29.0,0 days 00:05:03,5.0
3967,ID4017,Diane,2021-03-11,Thursday,17:34:05,Technical Support,Y,Y,70.0,0 days 00:05:01,5.0
3968,ID4015,Martha,2021-03-11,Thursday,16:13:26,Payment related,Y,Y,101.0,0 days 00:04:57,3.0
3969,ID3979,Greg,2021-03-11,Thursday,12:20:10,Payment related,Y,Y,20.0,0 days 00:04:32,2.0
3970,ID3971,Dan,2021-03-11,Thursday,11:26:53,Streaming,Y,Y,116.0,0 days 00:04:31,3.0
3971,ID4016,Jim,2021-03-11,Thursday,16:13:26,Admin Support,Y,Y,89.0,0 days 00:04:28,2.0
3972,ID3997,Jim,2021-03-11,Thursday,13:59:31,Payment related,Y,Y,109.0,0 days 00:04:19,3.0
3973,ID3990,Joe,2021-03-11,Thursday,13:32:10,Admin Support,Y,Y,68.0,0 days 00:04:16,2.0
3974,ID3957,Jim,2021-03-11,Thursday,10:01:55,Technical Support,Y,Y,54.0,0 days 00:04:12,4.0
3975,ID3963,Greg,2021-03-11,Thursday,10:30:43,Payment related,Y,Y,120.0,0 days 00:03:57,4.0
3976,ID4013,Becky,2021-03-11,Thursday,16:10:34,Streaming,Y,Y,85.0,0 days 00:03:44,3.0
3977,ID4008,Becky,2021-03-11,Thursday,15:24:29,Streaming,Y,Y,69.0,0 days 00:03:42,4.0
3978,ID3992,Becky,2021-03-11,Thursday,13:40:48,Admin Support,Y,Y,96.0,0 days 00:03:34,1.0
3979,ID3966,Stewart,2021-03-11,Thursday,10:49:26,Admin Support,Y,Y,57.0,0 days 00:02:58,3.0
3980,ID4014,Dan,2021-03-11,Thursday,16:10:34,Admin Support,Y,Y,73.0,0 days 00:02:57,2.0
3981,ID4000,Becky,2021-03-11,Thursday,14:22:34,Streaming,Y,Y,113.0,0 days 00:02:55,5.0
3982,ID4004,Diane,2021-03-11,Thursday,14:28:19,Admin Support,Y,Y,124.0,0 days 00:02:52,2.0
3983,ID3962,Stewart,2021-03-11,Thursday,10:24:58,Streaming,Y,Y,81.0,0 days 00:02:50,5.0
3984,ID4006,Diane,2021-03-11,Thursday,15:21:36,Payment related,Y,N,111.0,0 days 00:02:34,5.0
3985,ID3975,Jim,2021-03-11,Thursday,12:02:53,Admin Support,Y,Y,92.0,0 days 00:02:30,1.0
3986,ID3969,Greg,2021-03-11,Thursday,11:00:58,Payment related,Y,Y,79.0,0 days 00:02:17,3.0
3987,ID3950,Diane,2021-03-11,Thursday,09:10:05,Technical Support,Y,Y,58.0,0 days 00:02:16,5.0
3988,ID3998,Joe,2021-03-11,Thursday,13:59:31,Payment related,Y,Y,95.0,0 days 00:02:14,4.0
3989,ID3986,Diane,2021-03-11,Thursday,12:56:10,Admin Support,Y,Y,107.0,0 days 00:01:58,5.0
3990,ID3996,Becky,2021-03-11,Thursday,13:56:38,Streaming,Y,Y,75.0,0 days 00:01:55,2.0
3991,ID4003,Joe,2021-03-11,Thursday,14:28:19,Payment related,Y,Y,71.0,0 days 00:01:48,1.0
3992,ID3973,Martha,2021-03-11,Thursday,11:38:24,Streaming,Y,Y,14.0,0 days 00:01:44,5.0
3993,ID3974,Joe,2021-03-11,Thursday,11:38:24,Streaming,Y,Y,92.0,0 days 00:01:41,5.0
3994,ID4001,Joe,2021-03-11,Thursday,14:26:53,Admin Support,Y,Y,108.0,0 days 00:01:32,2.0
3995,ID3989,Joe,2021-03-11,Thursday,13:32:10,Payment related,Y,N,106.0,0 days 00:01:31,4.0
3996,ID3952,Greg,2021-03-11,Thursday,09:38:53,Admin Support,Y,Y,27.0,0 days 00:01:28,1.0
3997,ID3984,Martha,2021-03-11,Thursday,12:38:53,Streaming,Y,Y,102.0,0 days 00:01:14,1.0
3998,ID3995,Dan,2021-03-11,Thursday,13:56:38,Streaming,Y,Y,100.0,0 days 00:01:05,1.0
3999,ID4005,Martha,2021-03-11,Thursday,15:21:36,Technical Support,Y,Y,79.0,0 days 00:01:01,4.0
4000,ID3999,Stewart,2021-03-11,Thursday,14:22:34,Contract related,Y,Y,69.0,0 days 00:00:59,4.0
4001,ID4020,Dan,2021-03-11,Thursday,17:39:50,Streaming,Y,Y,91.0,0 days 00:00:57,1.0
4002,ID3961,Jim,2021-03-11,Thursday,10:24:58,Admin Support,Y,Y,104.0,0 days 00:00:48,5.0
4003,ID3967,Greg,2021-03-11,Thursday,10:50:53,Admin Support,Y,Y,74.0,0 days 00:00:48,5.0
